"srd_id","longitude","latitude","abd_ppy","abd_ppy_lo","abd_ppy_up","abd_ppy_no","abd_trend","year","abd","lpi_c01_Cereal","pland_c01_Cereal","lpi_c02_Pulses","pland_c02_Pulses","lpi_c03_Canola","pland_c03_Canola","lpi_c04_Soybean","pland_c04_Soybean","lpi_c05_Oilseed","pland_c05_Oilseed","lpi_c06_Potatoes","pland_c06_Potatoes","lpi_c07_Berries","pland_c07_Berries","lpi_c08_Fruits and Vegetables","pland_c08_Fruits and Vegetables","lpi_c09_Forage","pland_c09_Forage","lpi_c10_Other Ag","pland_c10_Other Ag","lpi_c11_Grassland","pland_c11_Grassland","lpi_c12_Shrubland","pland_c12_Shrubland","lpi_c13_Wetland","pland_c13_Wetland","lpi_c14_Forested","pland_c14_Forested","lpi_c15_Barren","pland_c15_Barren","lpi_c16_Urban","pland_c16_Urban","lpi_c17_Water","pland_c17_Water","ai_cNA_NA","cohesion_cNA_NA","ed_cNA_NA","pd_cNA_NA","shdi_cNA_NA","pland_c00_IR","pland_c01_Semi_nat","pland_c02_Ag"
207750,-121.316447558,56.7868189388,-7.4902788149,-11.6022320501,-5.77794384532,"TRUE",-54.0935488555,2012,-1.41072565308071e-07,0.696941705625248,5.85390257557913,0.00737089562654965,0.0252492382100956,0.184742873363308,0.591083098222673,0,0,0,0,0,0,0,0,0,0,1.15315309663871,9.40463550921127,0.161218738384958,1.38118037836219,0,0,3.84572558626065,20.5287284577734,5.55483240622104,20.5362561809665,16.4687764156432,41.1074849092674,0.0583398547463079,0.567715790810846,0,0,0.00266606863087966,0.00376386159653599,90.3819823363443,98.8439542895292,64.9616373634359,3.31603176768889,1.52532930833526,0.571479652407382,91.5771050572185,7.85141529037408
207750,-121.316447558,56.7868189388,-7.4902788149,-11.6022320501,-5.77794384532,"TRUE",-54.0935488555,2013,9.1560028198257e-07,1.47372250982926,7.38272716294694,0.0945679124643018,0.550783596309499,0.257199629256144,3.13673767362935,0,0,0,0,0,0,0,0,0,0,1.20899508654611,8.01067064803328,0,0,0,0,2.74231263242252,16.9944655030997,5.66639012478887,21.0346952890124,15.011675922194,42.2552329930666,0.0583404037093205,0.629982262635324,0,0,0.00188194850675227,0.00470487126688069,90.2559251689509,98.7299889242851,65.811739281127,3.7098781211811,1.5573757988938,0.634687133902204,88.295064433212,11.0702484328858
207750,-121.316447558,56.7868189388,-7.4902788149,-11.6022320501,-5.77794384532,"TRUE",-54.0935488555,2014,-5.94250111306794e-06,0.404298296238677,2.88780016560861,0.103662208616666,0.104446340300605,0.0379519735026221,0.137693523699596,0,0,0,0,0,0,0,0,0,0,2.8064072968158,16.2526974129927,0.0352859257772313,0.115894662886106,0.00219556871502773,0.0294833513160866,1.28770105136376,18.7176937746217,6.25925275387047,26.0673600481771,12.5345017940933,34.8029006599252,0.00517526911399393,0.254372318269641,0.029797003989662,0.598135648508268,0.00235239505181542,0.0315220936943267,81.4235695033027,98.5203257280962,124.461562910362,32.252207417816,1.50394802354714,0.884030060472235,95.9860299099189,3.12994002960881
207750,-121.316447558,56.7868189388,-7.4902788149,-11.6022320501,-5.77794384532,"TRUE",-54.0935488555,2015,3.85684890816645e-05,0.326355606855193,2.0442313000276,0.0224261661606404,0.0366973628083206,0.0751198153213058,0.424999372694653,0,0,0,0,0,0,0,0,0,0,2.80013424334429,16.0332973678268,0.0777858630466966,0.202776453466489,0.00109778435751386,0.0224261661606404,1.77354904273204,19.247139487617,6.27634682458033,26.7824881439289,8.88185958397109,34.4368679898627,0.00282287406217851,0.14286879281359,0.029797003989662,0.598135648508268,0.00109778435751386,0.0280719142849974,80.6796206166515,98.3456181964962,129.406297309278,32.2731175960544,1.49296328969934,0.769076355606855,96.7249956088626,2.50592803553057
207750,-121.316447558,56.7868189388,-7.4902788149,-11.6022320501,-5.77794384532,"TRUE",-54.0935488555,2016,-0.000250320247609429,0.0677489774922841,1.36250721401149,0.16733370135247,1.53423205279402,0.533523197751738,5.64872782475598,0,0,0,0,0,0,0,0,0,0,1.23030261209947,9.34104709808546,0.0475183800466715,0.087352269590746,0.00188191604145234,0.0247785612124558,0.465774220259454,12.9471118861817,6.40180789401049,19.555146413068,38.1817240860161,48.837289539056,0.00627305347150779,0.0591235289689609,0.029797003989662,0.598135648508268,0.00109778435751386,0.00454796376684315,70.4983741828147,99.3509379450096,197.139592167884,64.1280316273416,1.48388855272788,0.663689057285524,90.790843851153,8.54546709156149
207750,-121.316447558,56.7868189388,-7.4902788149,-11.6022320501,-5.77794384532,"TRUE",-54.0935488555,2017,0.0016246482,0.064769277093318,0.55924271698492,0.0857840062228691,1.04587484003714,1.21916794218754,9.66379569919454,0,0,0,0,0,0,0,0,0,0,0.0799814317617243,1.49925977969036,0.177527413243671,3.2397184653602,0.0166235916994956,0.215165734072717,0.616013850902065,13.881326374426,1.69748826939001,12.5222693398239,43.0779991468647,56.4027488520312,0.0233671241813665,0.307693272777457,0.029797003989662,0.598135648508268,0.00203874237824003,0.064769277093318,76.1602644696368,99.3551262940771,159.459973736816,49.4874218307837,1.40025717900222,4.21031666373924,84.5207700800442,11.2689132562166
207750,-121.316447558,56.7868189388,-7.4902788149,-11.6022320501,-5.77794384532,"TRUE",-54.0935488555,2018,-0.0105444197941254,0.25876548476185,2.50265430656339,0.186154321462009,1.31076480099366,0.175490046938491,3.61722782183761,0,0,0,0,0,0,0,0,0,0,1.31829252418673,7.37183659194879,0.0437548910597309,0.646600056771579,0.0138008258539653,0.689884465131743,0.387050434177118,8.95689280679001,0.581359789098289,10.6147170124976,57.842084050166,63.350965979396,0.010821102090041,0.213285490470373,0.0340315819353463,0.60159054517967,0.00329337889696899,0.123580122419598,76.7659019980292,99.5906485210861,155.372729463561,55.1353448037016,1.32385669117332,0.937978320327202,91.6308057109879,7.43121596868492
207750,-121.316447558,56.7868189388,-7.4902788149,-11.6022320501,-5.77794384532,"TRUE",-54.0935488555,2019,0.0684362244052244,0.75041402152912,4.71921812661531,0.226300403984644,0.951308558954156,0.0138007176373171,0.0702581988808873,0,0,0,0,0,0,0,0,0.00439113743005545,0.00564574812435701,2.40038391087246,12.6293817278498,0.00956640654404938,0.0161531126891326,0.00470479010363084,0.0911161016736507,0.423274282989988,9.79066820565579,0.55783127995383,9.63054851579555,54.3386006072316,61.2348819411337,0.0059594007979324,0.12922490151306,0.029797003989662,0.598135648508268,0.00846862218653552,0.133459212606328,79.3849544233455,99.5958160338594,137.893738656228,44.6589131725759,1.26441306293146,0.860819762627657,93.3927496047976,5.74643063257471
207750,-121.316447558,56.7868189388,-7.4902788149,-11.6022320501,-5.77794384532,"TRUE",-54.0935488555,2020,-0.44417017742897,0.212656512684114,0.738181567259679,0.135341128647781,0.617111635259579,0.146005319549344,1.13824555240509,0,0,0,0,0,0,0,0,0,0,2.28119589491381,13.8774057160063,0.279150879482097,2.71121371038567,0.00423431109326776,0.078099515720272,0.373560334228289,8.82336336034928,0.641419717461672,9.54335307254159,56.5318169272075,61.7150841843776,0.00799814317617244,0.0495571224249115,0.029797003989662,0.598135648508268,0.00501844277720623,0.110248914761749,79.5276344079093,99.6691525363026,136.987282429595,42.0381708333682,1.27422243176302,3.35231977517376,94.1541414699019,2.49353875492435
207750,-121.316447558,56.7868189388,-7.4902788149,-11.6022320501,-5.77794384532,"TRUE",-54.0935488555,2021,2.88278829277762,0.297342734549469,5.09967881966226,0.0089391011968986,0.0439113743005545,0.190857651870625,3.22607457405967,0,0,0,0,0,0,0,0,0,0,0.294519860487291,4.84122901663614,0.533680024088525,3.85792788497729,0.0090959275336863,0.153689810051941,0.457462424409706,10.9957217775324,1.0985684891978,11.0888766215843,53.0907334454119,59.737347251148,0.0170940707098587,0.290285549394023,0.029797003989662,0.598135648508268,0.00282287406217851,0.0671216721451334,76.9262544131902,99.5727193484441,154.363117791216,46.5721944813858,1.39494137640568,0.955542870047424,88.7644907535192,10.2799663764334
