"","srd_id","mean_Fo","Fo_slope","Fo_intercept","mean_Gr","Gr_slope","Gr_intercept","mean_ED","ED_slope","ED_intercept","mean_FLPI","FLPI_slope","FLPI_intercept","mean_GLPI","GLPI_slope","GLPI_intercept","mean_simp","simp_slope","simp_intercept","sd_shdi","mean_shdi","shdi_slope","shdi_intercept","longitude","latitude","abd","abd_ppy","abd_ppy_lower","abd_ppy_upper","abd_ppy_nonzero","abd_trend","abd_trend_lower","abd_trend_upper","trend_dir"
"1",207750,10.6838968599935,-0.029168863327683,69.5174941919302,0.137632514177388,0.0232067064951859,-46.6702944866125,133.492359659763,7.19357085918846,-14375.9400633234,1.75641169173592,0.0540727987970765,-107.308423481967,0.00526982829675309,0.00085634044696246,-1.72196885322653,7.29873353543269,-0.215298662161792,441.556135115767,0.107425150482817,1.42772276597999,-0.0279558559509071,57.8146842189596,-121.316447558314,56.786818938838,0.00162464820218259,-7.49027881489805,-11.6022320500679,-5.77794384531719,TRUE,-54.0935488554949,-70.8651362230307,-44.8525070699363,"Decrease"
"2",207751,13.2826835435512,0.159829268624023,-309.092951271103,0.198078226979738,0.0337960859162582,-67.968627066113,130.714551261194,6.44985893004628,-12878.6509106422,1.51034583891817,-0.111310831663102,226.024293303394,0.00569061658004719,0.000121941534274401,-0.24026545805142,18.3877964309396,-0.695168258837178,1420.54217450553,0.0513571492771384,1.73742302054993,-0.00410058569492905,10.0083043672218,-120.878649887397,56.786818938838,0.00218702953806141,-6.42481844436518,-9.02252144218397,-3.91491451848352,TRUE,-48.5237639040848,-61.1546568878328,-32.9251348150468,"Decrease"
"3",209250,2.6537273855571,-0.117465672094238,239.581987999636,0.195603831118033,-0.0239137291336818,48.4295954937542,117.971168419252,8.37602520939555,-16776.4716789316,0.488186720364681,0.00335055833697315,-6.26988944531016,0.0149354571335419,-0.0040827631363182,8.24986870308736,1.05931678532213,0.0403677236236183,-80.362381763516,0.0728783923610079,0.901418279321843,-0.01101091243964,23.1104286700758,-121.416918507182,56.5470125774439,0.0048623141123244,-6.70819688920921,-12.4348702655795,-2.4957061757511,TRUE,-50.0615716222522,-73.4959675556441,-22.3328421847679,"Decrease"
"4",209251,27.1596424537981,-0.00515954347459538,37.566441642057,0.418326075805042,0.047992985722994,-96.3835261274738,133.827900671475,8.00311705748414,-16008.459204274,6.45604807262638,0.268260705558128,-534.625795038118,0.0332843468726728,-0.00532633970634694,10.7765115345745,13.9331673563944,-0.551333554424424,1125.97294663046,0.109682746932632,1.69133395932788,-0.00629627805406621,14.3909267943794,-120.981898002812,56.5470125774439,0.017929245931441,-8.31021195582667,-10.5537982729911,-6.58602680659162,TRUE,-58.0038297278699,-67.2192389032012,-49.4037366965783,"Decrease"
"5",209252,20.4547248399263,0.128864684538578,-239.465343874385,0.392007963428938,0.0389765196122186,-78.223632094416,94.2454773712154,2.49902701294454,-4946.29200773792,3.92541225972869,-0.0251431845278989,54.6392154525007,0.0264067372910635,-0.000878834478732565,1.79901588089465,6.00912311315463,-0.349437573703402,710.824709272917,0.082899422363294,1.33264318213747,-0.0103950649888827,22.2994892647138,-120.546877498443,56.5470125774439,0.00625082507622466,-11.5312505777581,-13.4076346695389,-8.02115846502369,TRUE,-70.6303424900341,-76.2973977577571,-56.6609533467567,"Decrease"
"6",209254,1.11099623636061,-0.0111200458924008,23.5401288013331,0.0216214219809348,0.000945052848005686,-1.88455017244653,73.9102300246328,3.00322746259292,-5983.59956202529,0.260649558125867,-0.00874448335604698,17.8982724872726,0.00403825529871887,-0.0012507435735834,2.52678804321643,4.59659091815687,0.00457168246885738,-4.62449262152847,0.0836185426230438,0.782263045069859,-0.00730395735753167,15.5143450352112,-119.676836489704,56.5470125774439,9.70804157353224e-05,-3.61143176964183,-7.66517687458729,-1.51607631398523,TRUE,-30.7762228713002,-54.9541054326843,-14.1671704937368,"Decrease"
"7",209255,6.48696988119314,0.0786560560495101,-152.162295170669,0.221846711891245,0.0260339520966525,-52.2886346670568,84.4540337608614,2.75074420372827,-5463.79702515905,0.901334116161558,-0.0700604224183033,142.213206133879,0.0103412885485263,0.00168011351861289,-3.37844767849367,21.5858557133438,-0.211172681504866,447.521154308659,0.0725795042498644,1.4234134437232,-0.0038846126574547,9.25867717380933,-119.241815985334,56.5470125774439,0.000457491542489698,-7.21763444353232,-10.4532119548446,-4.98402031588096,TRUE,-52.7225101682141,-66.8487332860558,-40.0255179450478,"Decrease"
"8",210750,10.0113522350125,0.347046023072901,-689.980476303029,0.288259871528412,0.0199238135298398,-39.8980720181584,133.682859064453,7.88727514649449,-15774.9511114149,1.31381425297676,0.0891406770561776,-178.482931369333,0.0152808149712494,-0.000326660928449291,0.67415590765347,8.47574416040467,-0.618584844637998,1256.16137579525,0.0832532596593319,1.47092322119455,-0.0135021186534143,28.7046965451312,-121.518238111324,56.3072062160498,0.000488309724416583,-13.543025528381,-16.5421858081987,-8.74789938073096,TRUE,-76.6654013797565,-83.6065613015521,-59.9660256271003,"Decrease"
"9",210751,13.9337238345169,0.142685132033552,-273.862187477158,0.323354042692348,0.0229723525192698,-46.0118809886748,139.144747640582,6.61795030842715,-13209.261024457,1.20936432805932,0.0204327520084099,-40.0034964729035,0.0109832454737253,-0.00050636897831044,1.03232947472588,9.03203946385965,-0.423895900670837,864.030071116939,0.0794823238310852,1.6266592112853,-0.01131996949084,24.4590376743096,-121.085952236832,56.3072062160498,0.0124369598588412,-14.8215875475362,-18.069522065548,-11.7447090073522,TRUE,-79.8954010233744,-86.3712858446174,-71.3313321984936,"Decrease"
"10",210752,27.8820289032862,0.376862240362465,-732.249109907806,0.631830924390708,0.0775566091086285,-155.799849647713,105.800366076902,2.18825912030405,-4307.91827957637,3.01728628833884,0.0686241623176833,-135.397649106428,0.0123504010230805,0.00140327038051053,-2.81804595646666,23.7829141198466,-0.965521795888087,1971.24037642612,0.0635366070416847,1.77728838299074,-0.00654128109478663,14.9710523511754,-120.65366636234,56.3072062160498,0.0297987727610612,-8.09357665847567,-11.7221314184392,-4.06585463538728,TRUE,-57.0009705580424,-71.2579071345006,-33.9713968652498,"Decrease"
